,idstring,sample_date,sample_strain,virus_label,fluorophore_label,annotation_space,soma_atlas_id,axonal_endpoint_dict
312,AA0313,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,733,"{'count_718': 8, 'count_1092': 2, 'count_262': 1, 'count_1102': 8, 'count_974': 2, 'count_625': 12, 'count_844': 3, 'count_648': 13, 'count_943': 48, 'count_854': 14, 'count_577': 72, 'count_945': 1, 'count_950': 4}"
313,AA0314,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,733,"{'count_718': 11, 'count_1092': 4, 'count_1102': 10, 'count_844': 15, 'count_648': 4, 'count_1021': 2, 'count_974': 55, 'count_625': 6, 'count_182305705': 12, 'count_950': 106, 'count_182305701': 40, 'count_182305697': 80, 'count_657': 94, 'count_838': 18, 'count_654': 6, 'count_702': 12, 'count_854': 14, 'count_577': 1}"
314,AA0315,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,733,"{'count_1092': 3, 'count_718': 1, 'count_262': 3, 'count_889': 19, 'count_702': 14, 'count_654': 122, 'count_950': 2, 'count_838': 2}"
315,AA0316,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_648': 154, 'count_943': 31, 'count_767': 118, 'count_1101': 32, 'count_783': 10, 'count_962': 30, 'count_844': 3, 'count_1021': 25, 'count_526157192': 1, 'count_320': 2, 'count_672': 1, 'count_328': 2, 'count_1092': 1}"
316,AA0317,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,733,"{'count_718': 7, 'count_767': 51, 'count_1021': 18, 'count_844': 24, 'count_943': 106, 'count_648': 137, 'count_320': 2}"
317,AA0318,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,733,"{'count_718': 5, 'count_262': 3, 'count_1092': 2, 'count_1102': 3, 'count_974': 24, 'count_950': 105, 'count_657': 33, 'count_854': 4, 'count_577': 1}"
318,AA0319,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,440,"{'count_767': 7, 'count_1021': 11, 'count_656': 20, 'count_962': 25, 'count_940': 1, 'count_956': 2, 'count_320': 4, 'count_943': 13, 'count_844': 7, 'count_328': 1, 'count_667': 1, 'count_1035': 1, 'count_806': 17, 'count_873': 8, 'count_783': 1, 'count_1090': 6, 'count_862': 10, 'count_1058': 4, 'count_857': 1, 'count_484682512': 1, 'count_672': 180, 'count_56': 2, 'count_477': 9, 'count_878': 3, 'count_657': 1, 'count_998': 3, 'count_440': 1, 'count_579': 2, 'count_952': 5, 'count_698': 1, 'count_583': 4, 'count_838': 1, 'count_484682516': 1}"
319,AA0320,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,440,"{'count_638': 4, 'count_862': 20, 'count_1090': 5, 'count_857': 13, 'count_1058': 10, 'count_893': 2, 'count_844': 30, 'count_648': 6, 'count_1021': 15, 'count_940': 2, 'count_1085': 2, 'count_1108': 1, 'count_945': 1, 'count_1054': 1, 'count_440': 12, 'count_187': 1, 'count_1102': 9, 'count_974': 6, 'count_630': 5, 'count_783': 2, 'count_526157192': 4, 'count_526157196': 3}"
320,AA0321,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_718': 12, 'count_262': 2, 'count_672': 2, 'count_956': 1, 'count_648': 59, 'count_943': 14, 'count_1128': 19, 'count_478': 8, 'count_625': 1, 'count_844': 16, 'count_113': 6, 'count_1094': 3, 'count_1021': 3, 'count_670': 8, 'count_1086': 1, 'count_1111': 12, 'count_940': 2, 'count_927': 1, 'count_312782562': 2, 'count_312782558': 4}"
321,AA0322,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,718,"{'count_1128': 37, 'count_1094': 19, 'count_854': 1, 'count_113': 22, 'count_943': 13, 'count_648': 12, 'count_625': 1, 'count_478': 3, 'count_320': 1, 'count_1030': 3, 'count_670': 3, 'count_945': 1, 'count_844': 5, 'count_1086': 1, 'count_940': 1}"
322,AA0323,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,440,"{'count_440': 1, 'count_814': 1, 'count_919': 6, 'count_1021': 17, 'count_940': 1, 'count_526157192': 2, 'count_84': 1, 'count_767': 1, 'count_956': 1, 'count_1101': 9, 'count_844': 2, 'count_783': 8, 'count_1102': 1, 'count_187': 1}"
323,AA0324,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,767,"{'count_1021': 1, 'count_84': 1, 'count_767': 2, 'count_656': 19, 'count_320': 4, 'count_919': 1, 'count_1015': 1, 'count_962': 4, 'count_956': 4, 'count_440': 3, 'count_672': 62, 'count_783': 4, 'count_844': 1, 'count_583': 2, 'count_893': 1, 'count_608': 1, 'count_800': 3, 'count_579': 1, 'count_1022': 1, 'count_2': 1}"
324,AA0325,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,440,"{'count_630': 5, 'count_440': 14, 'count_526157196': 4, 'count_608': 2, 'count_767': 7, 'count_962': 17, 'count_656': 8, 'count_488': 4, 'count_448': 2, 'count_667': 9, 'count_526157192': 2, 'count_68': 1, 'count_956': 3, 'count_328': 1, 'count_1101': 1, 'count_800': 1, 'count_84': 1, 'count_940': 1, 'count_919': 1, 'count_588': 2, 'count_1015': 1, 'count_935': 1}"
325,AA0326,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_1022': 1, 'count_6': 1, 'count_648': 20, 'count_943': 18, 'count_320': 21, 'count_656': 12, 'count_844': 15, 'count_767': 89, 'count_962': 24, 'count_1021': 6, 'count_672': 16}"
326,AA0327,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,767,"{'count_672': 151, 'count_56': 1, 'count_583': 2, 'count_783': 7, 'count_1022': 1, 'count_1010': 1, 'count_608': 2, 'count_956': 2, 'count_440': 1, 'count_1021': 2, 'count_945': 4, 'count_1085': 1, 'count_844': 1, 'count_675': 1, 'count_952': 1, 'count_882': 1, 'count_484682512': 1}"
327,AA0328,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,656,"{'count_962': 32, 'count_656': 1, 'count_767': 6, 'count_783': 6, 'count_672': 77, 'count_579': 6, 'count_477': 3, 'count_662': 4, 'count_638': 3, 'count_844': 1, 'count_2': 1, 'count_583': 3, 'count_831': 1, 'count_800': 2, 'count_703': 1, 'count_952': 1, 'count_608': 1, 'count_440': 2, 'count_956': 1}"
328,AA0329,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,962,"{'count_1021': 1, 'count_783': 3, 'count_844': 1, 'count_672': 42, 'count_940': 2, 'count_962': 31, 'count_767': 30, 'count_656': 8, 'count_526157196': 1, 'count_608': 1, 'count_638': 1, 'count_579': 2, 'count_943': 7, 'count_648': 1, 'count_320': 6}"
329,AA0330,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,797,"{'count_6': 1, 'count_1031': 2, 'count_262': 1, 'count_484682516': 5, 'count_940': 9, 'count_844': 14, 'count_320': 15, 'count_648': 6, 'count_943': 3, 'count_945': 1, 'count_862': 1, 'count_1038': 1, 'count_1090': 1, 'count_1035': 1, 'count_600': 2, 'count_527': 1, 'count_882': 1, 'count_625': 1, 'count_450': 3, 'count_113': 2, 'count_1030': 9, 'count_1085': 2, 'count_1021': 5, 'count_1015': 2, 'count_919': 2, 'count_656': 3, 'count_588': 6, 'count_935': 1, 'count_873': 9, 'count_1094': 2, 'count_478': 2, 'count_9': 2, 'count_1086': 1, 'count_671': 1}"
330,AA0331,2017-09-11 18:52:55,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_878': 8, 'count_320': 42, 'count_943': 11, 'count_656': 48, 'count_767': 104, 'count_1021': 24, 'count_962': 12, 'count_1085': 2, 'count_648': 4, 'count_844': 4, 'count_484682512': 2, 'count_672': 32, 'count_579': 3, 'count_629': 16, 'count_718': 2}"
331,AA0332,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,767,"{'count_844': 9, 'count_1021': 113, 'count_648': 3, 'count_767': 40, 'count_940': 5, 'count_672': 9, 'count_638': 2, 'count_2': 2, 'count_484682512': 2, 'count_583': 1, 'count_882': 1, 'count_956': 1, 'count_526157196': 4, 'count_919': 2, 'count_84': 3, 'count_974': 3, 'count_1090': 6, 'count_1102': 3, 'count_889': 1, 'count_625': 5, 'count_945': 9, 'count_182305709': 1, 'count_182305705': 1, 'count_702': 3}"
332,AA0333,2017-09-11 18:52:55,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,ccfv3_25um,526157196,"{'count_844': 9, 'count_648': 4, 'count_862': 14, 'count_1102': 6, 'count_806': 9, 'count_1090': 1, 'count_974': 3, 'count_672': 170, 'count_873': 4, 'count_878': 2, 'count_952': 2, 'count_583': 2, 'count_998': 2, 'count_477': 1, 'count_857': 1, 'count_440': 1, 'count_783': 1, 'count_638': 1, 'count_675': 2, 'count_608': 1, 'count_1021': 18, 'count_1085': 1, 'count_767': 11, 'count_656': 1, 'count_962': 1, 'count_956': 1, 'count_579': 5, 'count_484682516': 4, 'count_484682512': 1, 'count_893': 1, 'count_662': 1}"
333,AA0334,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_1092': 1, 'count_672': 50, 'count_1021': 79, 'count_767': 59, 'count_844': 32, 'count_363': 2, 'count_526157192': 3, 'count_648': 26, 'count_526157196': 1, 'count_1102': 25, 'count_974': 3, 'count_945': 1, 'count_929': 4, 'count_889': 6, 'count_182305705': 1, 'count_1108': 1, 'count_629': 1}"
334,AA0335,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,907,"{'count_718': 9, 'count_1102': 228, 'count_950': 6, 'count_657': 5, 'count_974': 13, 'count_484682512': 3, 'count_889': 14, 'count_484682516': 2, 'count_844': 101, 'count_648': 41, 'count_672': 1, 'count_1021': 24, 'count_767': 17, 'count_526157196': 3, 'count_2': 6, 'count_893': 2, 'count_862': 96, 'count_882': 2, 'count_945': 2, 'count_1090': 3}"
335,AA0336,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,155,"{'count_1015': 105, 'count_610': 6, 'count_542': 84, 'count_434': 8, 'count_430': 18, 'count_442': 3, 'count_211': 39, 'count_772': 3, 'count_588': 21, 'count_935': 45, 'count_1021': 1, 'count_767': 2, 'count_656': 2, 'count_919': 4, 'count_296': 21, 'count_687': 43, 'count_274': 1, 'count_940': 1, 'count_1037': 288}"
336,AA0337,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,907,"{'count_844': 17, 'count_648': 55, 'count_943': 3, 'count_767': 119, 'count_1101': 9, 'count_412': 2, 'count_1021': 63, 'count_962': 6, 'count_526157192': 1, 'count_1015': 2, 'count_935': 1, 'count_656': 1, 'count_484682516': 3, 'count_667': 1, 'count_630': 2, 'count_484682512': 2, 'count_2': 2, 'count_1102': 13, 'count_654': 1, 'count_1090': 8, 'count_862': 10, 'count_950': 1, 'count_1035': 1}"
337,AA0338,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_718': 11, 'count_1092': 2, 'count_262': 1, 'count_672': 4, 'count_484682516': 2, 'count_767': 77, 'count_844': 11, 'count_1021': 1, 'count_648': 130, 'count_484682512': 1, 'count_1102': 31, 'count_974': 35, 'count_657': 1, 'count_2': 2, 'count_943': 8, 'count_656': 1, 'count_962': 1}"
338,AA0339,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_657': 47, 'count_950': 30, 'count_974': 44, 'count_1102': 30, 'count_648': 92, 'count_943': 24, 'count_767': 14, 'count_962': 8, 'count_844': 14, 'count_672': 3, 'count_1035': 1, 'count_1090': 10, 'count_862': 9, 'count_484682516': 1, 'count_484682512': 1, 'count_1092': 4, 'count_718': 17, 'count_629': 3}"
339,AA0340,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_844': 38, 'count_648': 127, 'count_943': 98, 'count_974': 1, 'count_657': 7, 'count_962': 121, 'count_767': 118, 'count_484682516': 1, 'count_950': 2, 'count_2': 1, 'count_1021': 2}"
340,AA0341,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,218,"{'count_718': 9, 'count_262': 1, 'count_33': 15, 'count_778': 3, 'count_312782620': 5, 'count_601': 1, 'count_233': 1, 'count_484682512': 1, 'count_211': 34, 'count_296': 5, 'count_588': 21, 'count_1015': 23, 'count_542': 28, 'count_935': 40, 'count_940': 3, 'count_None': 7, 'count_442': 48, 'count_441': 1, 'count_274': 7, 'count_687': 56, 'count_430': 110, 'count_434': 211, 'count_610': 84, 'count_590': 1}"
341,AA0342,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_844': 28, 'count_767': 164, 'count_1021': 117, 'count_974': 1, 'count_854': 6, 'count_657': 1, 'count_320': 6, 'count_962': 13, 'count_484682512': 1, 'count_648': 5, 'count_656': 8, 'count_450': 4, 'count_878': 1, 'count_577': 4, 'count_950': 1, 'count_943': 1, 'count_304': 1, 'count_1015': 3, 'count_211': 1, 'count_84': 9, 'count_363': 10, 'count_620': 1, 'count_526157192': 1, 'count_262': 2}"
342,AA0343,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_783': 2, 'count_1021': 13, 'count_767': 12, 'count_648': 33, 'count_943': 5, 'count_962': 1, 'count_1102': 78, 'count_974': 41, 'count_950': 157, 'count_657': 65, 'count_1035': 20, 'count_806': 2, 'count_1090': 29, 'count_862': 3, 'count_629': 2}"
343,AA0344,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_629': 22, 'count_1092': 1, 'count_262': 1, 'count_1021': 27, 'count_767': 82, 'count_84': 1, 'count_526157196': 1, 'count_1015': 55, 'count_211': 4, 'count_363': 8, 'count_304': 1, 'count_962': 2, 'count_1085': 1, 'count_1128': 8, 'count_844': 1, 'count_625': 7, 'count_478': 3, 'count_1111': 2, 'count_945': 5, 'count_577': 1, 'count_182305697': 1, 'count_1070': 12, 'count_1038': 8, 'count_312782554': 1, 'count_1047': 1, 'count_201': 1, 'count_312782616': 17, 'count_312782612': 14, 'count_312782604': 2, 'count_821': 1, 'count_312782562': 2, 'count_312782620': 11, 'count_312782566': 12, 'count_721': 1, 'count_33': 5, 'count_940': 1, 'count_919': 3, 'count_656': 3, 'count_935': 2, 'count_434': 1}"
344,AA0345,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_1102': 4, 'count_974': 5, 'count_2': 1, 'count_648': 38, 'count_844': 2, 'count_943': 23, 'count_962': 42, 'count_767': 129, 'count_672': 1, 'count_1021': 7, 'count_657': 14, 'count_950': 12, 'count_667': 15, 'count_526157192': 10, 'count_656': 8, 'count_630': 4, 'count_448': 1, 'count_878': 29, 'count_484682512': 6, 'count_412': 2, 'count_882': 1, 'count_889': 1, 'count_893': 2, 'count_484682516': 1, 'count_1090': 20, 'count_1035': 5, 'count_558': 10, 'count_182305693': 1, 'count_806': 6, 'count_873': 11, 'count_862': 1, 'count_None': 1}"
345,AA0346,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_767': 222, 'count_962': 52, 'count_526157192': 34, 'count_448': 1, 'count_412': 2, 'count_667': 9, 'count_656': 7, 'count_943': 15, 'count_526157196': 3, 'count_1021': 9, 'count_630': 14, 'count_304': 1, 'count_844': 7, 'count_84': 3, 'count_484682512': 1, 'count_648': 16, 'count_672': 12, 'count_1090': 3}"
346,AA0347,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_767': 85, 'count_1021': 34, 'count_962': 5, 'count_648': 58, 'count_943': 28, 'count_844': 51, 'count_945': 9, 'count_625': 9, 'count_882': 2, 'count_950': 15, 'count_974': 19, 'count_1102': 5, 'count_889': 2, 'count_182305705': 2, 'count_484682512': 2, 'count_656': 5, 'count_878': 2, 'count_657': 7, 'count_320': 3, 'count_577': 3, 'count_854': 2}"
347,AA0348,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_629': 6, 'count_685': 2, 'count_1021': 11, 'count_844': 8, 'count_648': 72, 'count_767': 43, 'count_943': 76, 'count_962': 45, 'count_656': 2, 'count_1102': 4, 'count_657': 5, 'count_878': 8, 'count_320': 4, 'count_974': 1, 'count_1035': 17, 'count_806': 7, 'count_862': 1, 'count_1090': 5, 'count_873': 7}"
348,AA0349,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_806': 2, 'count_1035': 30, 'count_657': 10, 'count_950': 42, 'count_1090': 113, 'count_974': 7, 'count_1102': 61, 'count_862': 9, 'count_844': 18, 'count_648': 31, 'count_1021': 9, 'count_767': 6, 'count_962': 4, 'count_943': 15, 'count_783': 2, 'count_629': 11, 'count_718': 4}"
349,AA0350,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_685': 12, 'count_629': 3, 'count_262': 2, 'count_962': 30, 'count_630': 17, 'count_412': 11, 'count_526157192': 22, 'count_767': 117, 'count_656': 6, 'count_448': 2, 'count_667': 29, 'count_440': 3, 'count_1101': 7, 'count_783': 1, 'count_648': 43, 'count_1090': 11, 'count_1035': 2, 'count_943': 5, 'count_526157196': 1, 'count_68': 1, 'count_328': 1, 'count_187': 10, 'count_148': 1, 'count_625': 3}"
350,AA0351,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_767': 33, 'count_962': 2, 'count_1021': 6}"
351,AA0352,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_945': 4, 'count_625': 1, 'count_484682512': 1, 'count_1038': 15, 'count_1090': 11, 'count_1070': 21, 'count_862': 6, 'count_889': 5, 'count_702': 7, 'count_1035': 2, 'count_182305705': 3, 'count_767': 57, 'count_1021': 29, 'count_1015': 16, 'count_919': 2, 'count_962': 5, 'count_363': 5, 'count_1047': 9, 'count_201': 10, 'count_484682516': 1, 'count_656': 1, 'count_211': 1}"
352,AA0353,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,362,"{'count_629': 10, 'count_1092': 1, 'count_672': 213, 'count_1022': 5, 'count_908': 1, 'count_844': 2, 'count_1021': 10, 'count_767': 108, 'count_648': 19, 'count_962': 23, 'count_526157192': 35, 'count_656': 6, 'count_526157196': 2, 'count_667': 5, 'count_68': 1, 'count_783': 2, 'count_1101': 1, 'count_956': 1, 'count_440': 1, 'count_488': 1, 'count_262': 1}"
353,AA0354,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_629': 1, 'count_672': 23, 'count_1021': 93, 'count_767': 25, 'count_919': 19, 'count_1015': 27, 'count_84': 33, 'count_363': 60, 'count_526157196': 5, 'count_526157192': 3, 'count_844': 1, 'count_304': 1, 'count_910': 3, 'count_620': 6, 'count_608': 1, 'count_1125': 13}"
354,AA0355,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_672': 4, 'count_844': 3, 'count_478': 2, 'count_945': 5, 'count_625': 3, 'count_182305709': 1, 'count_182305705': 1, 'count_484682512': 1, 'count_1021': 233, 'count_767': 109, 'count_1015': 31, 'count_919': 3, 'count_526157192': 1, 'count_363': 5, 'count_526157196': 2, 'count_211': 1, 'count_935': 1}"
355,AA0356,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_672': 51, 'count_1021': 36, 'count_767': 107, 'count_1015': 8, 'count_211': 9, 'count_274': 1, 'count_687': 2, 'count_542': 1, 'count_1038': 44, 'count_1070': 25, 'count_1047': 76, 'count_201': 32, 'count_577': 2, 'count_854': 7, 'count_838': 5, 'count_654': 3, 'count_844': 1, 'count_478': 2, 'count_182305701': 2, 'count_9': 2, 'count_1111': 1, 'count_971': 2, 'count_33': 1, 'count_821': 2, 'count_721': 4, 'count_778': 2}"
356,AA0357,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,155,"{'count_940': 6, 'count_590': 18, 'count_687': 6, 'count_274': 14, 'count_986': 2, 'count_330': 1, 'count_906': 1, 'count_434': 1, 'count_442': 12, 'count_671': 5, 'count_965': 1, 'count_430': 4, 'count_1037': 5, 'count_1084': 93, 'count_997': 2, 'count_843': 6, 'count_1089': 1}"
357,AA0358,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_672': 17, 'count_767': 59, 'count_1021': 11, 'count_919': 8, 'count_1015': 27, 'count_656': 32, 'count_962': 18, 'count_935': 34, 'count_940': 3, 'count_211': 7, 'count_171': 20, 'count_363': 4, 'count_304': 6, 'count_588': 13, 'count_330': 1, 'count_772': 1, 'count_687': 6, 'count_610': 4, 'count_434': 1, 'count_442': 17, 'count_296': 1, 'count_1085': 1, 'count_84': 1}"
358,AA0359,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,218,"{'count_274': 41, 'count_610': 30, 'count_434': 81, 'count_442': 52, 'count_430': 46, 'count_687': 10, 'count_542': 22, 'count_906': 2, 'count_1046': 1, 'count_774': 3, 'count_805': 1, 'count_33': 12, 'count_590': 20, 'count_940': 2}"
359,AA0360,2017-09-19 19:27:58,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,ccfv3_25um,632,"{'count_632': 2, 'count_10704': 2, 'count_463': 6}"
360,AA0361,2017-09-19 19:27:58,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,ccfv3_25um,632,"{'count_632': 11, 'count_10704': 2, 'count_463': 3}"
361,AA0362,2017-09-19 19:27:58,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,ccfv3_25um,10703,"{'count_632': 3, 'count_10704': 3, 'count_463': 3}"
362,AA0363,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,362,"{'count_1015': 72, 'count_211': 42, 'count_304': 15, 'count_171': 32, 'count_588': 11, 'count_363': 22, 'count_935': 66, 'count_296': 1, 'count_940': 1, 'count_767': 23, 'count_656': 3, 'count_1021': 5, 'count_962': 5, 'count_1085': 1, 'count_919': 1}"
363,AA0364,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,907,"{'count_718': 4, 'count_629': 1, 'count_672': 27, 'count_1102': 30, 'count_648': 9, 'count_974': 8, 'count_2': 2, 'count_862': 96, 'count_1090': 30, 'count_889': 4, 'count_950': 4, 'count_1035': 7, 'count_484682512': 2, 'count_1058': 2, 'count_893': 2, 'count_857': 1, 'count_654': 1, 'count_702': 1, 'count_1108': 1, 'count_844': 6, 'count_1021': 19, 'count_767': 39, 'count_962': 7, 'count_943': 2}"
364,AA0365,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_648': 1, 'count_484682516': 1, 'count_767': 52, 'count_171': 6, 'count_588': 14, 'count_1015': 36, 'count_211': 5, 'count_363': 3, 'count_478': 3, 'count_312782554': 1, 'count_281': 1, 'count_805': 7, 'count_593': 13, 'count_312782604': 32, 'count_873': 1, 'count_527': 1, 'count_981': 52, 'count_182305693': 1, 'count_312782550': 4, 'count_201': 14, 'count_1047': 4, 'count_1111': 1, 'count_312782562': 4, 'count_1128': 1, 'count_1006': 23, 'count_905': 11, 'count_1074': 9, 'count_421': 2, 'count_935': 29, 'count_542': 9, 'count_442': 9, 'count_656': 6, 'count_274': 1, 'count_610': 1, 'count_434': 1, 'count_1021': 3, 'count_962': 1, 'count_304': 1, 'count_672': 4}"
365,AA0366,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_484682512': 1, 'count_667': 10, 'count_767': 92, 'count_68': 3, 'count_962': 41, 'count_526157192': 3, 'count_1021': 10, 'count_996': 8, 'count_328': 8, 'count_448': 1, 'count_656': 43, 'count_320': 5, 'count_943': 4, 'count_526157196': 3, 'count_304': 1, 'count_440': 2, 'count_648': 5, 'count_1090': 3, 'count_862': 1, 'count_None': 4, 'count_873': 21, 'count_806': 5, 'count_844': 4}"
366,AA0367,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_672': 2, 'count_945': 5, 'count_478': 7, 'count_625': 1, 'count_854': 1, 'count_182305709': 2, 'count_182305713': 1, 'count_1062': 1, 'count_1038': 1, 'count_862': 28, 'count_1090': 2, 'count_844': 9, 'count_767': 64, 'count_1015': 3, 'count_962': 44, 'count_656': 105, 'count_919': 1, 'count_171': 18, 'count_935': 21, 'count_211': 10, 'count_1021': 17, 'count_750': 1, 'count_869': 1, 'count_721': 2, 'count_973': 1, 'count_421': 15, 'count_312782632': 38, 'count_593': 5, 'count_1121': 4, 'count_648': 9, 'count_943': 2, 'count_1086': 3, 'count_670': 2, 'count_1111': 23, 'count_9': 3, 'count_1128': 10, 'count_1094': 3, 'count_461': 1}"
367,AA0368,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,362,"{'count_629': 7, 'count_685': 1, 'count_262': 4, 'count_672': 95, 'count_477': 10, 'count_56': 14, 'count_6': 4, 'count_803': 1, 'count_1022': 10, 'count_698': 1, 'count_440': 2, 'count_1101': 3, 'count_630': 3, 'count_767': 15, 'count_304': 24, 'count_1015': 30, 'count_962': 7, 'count_171': 44, 'count_656': 15, 'count_211': 6, 'count_363': 34, 'count_935': 26, 'count_442': 1, 'count_588': 3, 'count_84': 2, 'count_1125': 7, 'count_526157192': 2, 'count_620': 4, 'count_582': 3, 'count_484': 4}"
