,idstring,sample_date,sample_strain,virus_label,fluorophore_label,annotation_space,soma_atlas_id,axonal_endpoint_dict
720,AA0721,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_255': 39, 'count_629': 2, 'count_549': 3}"
721,AA0722,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 20, 'count_743': 29, 'count_727': 21, 'count_502': 6, 'count_843': 1}"
722,AA0723,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 5, 'count_727': 58, 'count_743': 32, 'count_543': 3, 'count_664': 2, 'count_502': 4, 'count_1089': 1}"
723,AA0724,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 1, 'count_727': 19, 'count_664': 21, 'count_743': 4, 'count_502': 1, 'count_1089': 1}"
724,AA0725,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 2, 'count_502': 5, 'count_727': 52, 'count_743': 14, 'count_664': 18, 'count_543': 9}"
725,AA0726,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 14, 'count_1021': 17, 'count_313': 22, 'count_851': 1, 'count_10': 5, 'count_215': 2, 'count_930': 32, 'count_128': 9, 'count_362': 10, 'count_629': 5, 'count_549': 10, 'count_741': 3, 'count_907': 2, 'count_685': 9, 'count_262': 7, 'count_803': 2, 'count_697': 1, 'count_1048': 10, 'count_202': 1, 'count_970': 1, 'count_206': 1, 'count_574': 5, 'count_784': 4, 'count_931': 11, 'count_146': 2, 'count_549009203': 7, 'count_1052': 3, 'count_771': 2, 'count_7': 2, 'count_1043': 2, 'count_679': 4, 'count_162': 1, 'count_381': 1, 'count_804': 2, 'count_214': 4, 'count_575': 2, 'count_749': 1, 'count_1097': 1, 'count_1009': 3, 'count_470': 14, 'count_366': 10, 'count_181': 2, 'count_102': 1, 'count_6': 1, 'count_1022': 6, 'count_672': 15, 'count_1108': 1, 'count_648': 1, 'count_962': 3}"
726,AA0727,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,919,"{'count_366': 7, 'count_685': 13, 'count_629': 20, 'count_362': 30, 'count_262': 2, 'count_313': 1, 'count_575': 2, 'count_1104': 1, 'count_218': 1, 'count_560581551': 1, 'count_919': 5, 'count_767': 3, 'count_1015': 3}"
727,AA0728,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,484682470,"{'count_258': 28, 'count_564': 3, 'count_310': 4, 'count_56': 3, 'count_189': 1, 'count_181': 1, 'count_436': 2, 'count_1097': 1, 'count_946': 7, 'count_690': 4, 'count_549': 1, 'count_753': 5, 'count_576073704': 2, 'count_606826659': 20, 'count_606826651': 34, 'count_732': 9, 'count_606826655': 1, 'count_606826647': 12, 'count_525': 3, 'count_382': 1, 'count_484682470': 1}"
728,AA0729,2018-05-23 13:47:38,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,immuno labeled for anti-GFP,ccfv3_25um,436,"{'count_436': 2, 'count_1097': 30, 'count_576073704': 2, 'count_693': 66, 'count_88': 3, 'count_523': 1}"
729,AA0730,2018-05-23 13:47:38,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,immuno labeled for anti-GFP,ccfv3_25um,194,"{'count_262': 1, 'count_1097': 14, 'count_88': 6, 'count_1009': 1, 'count_523': 7, 'count_72': 1, 'count_515': 2, 'count_795': 32, 'count_26': 3, 'count_17': 1, 'count_42': 4, 'count_313': 6, 'count_50': 5, 'count_634': 2, 'count_946': 2, 'count_693': 6, 'count_118': 1, 'count_830': 3, 'count_414': 1, 'count_10': 5}"
730,AA0731,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,484682470,"{'count_606826659': 30, 'count_606826647': 5, 'count_525': 2, 'count_606826655': 2, 'count_564': 1}"
731,AA0732,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,1085,"{'count_128': 1, 'count_930': 4, 'count_218': 2, 'count_362': 2, 'count_17': 1, 'count_10': 1, 'count_549': 1, 'count_629': 5, 'count_599': 3, 'count_733': 1, 'count_907': 1, 'count_718': 1, 'count_795': 3, 'count_59': 1, 'count_1052': 1, 'count_12': 1, 'count_946': 1, 'count_685': 4, 'count_313': 2, 'count_262': 2, 'count_364': 1, 'count_194': 5, 'count_1097': 1, 'count_1022': 1, 'count_672': 8, 'count_484682512': 2, 'count_1021': 32, 'count_767': 37, 'count_526157192': 4, 'count_526157196': 1, 'count_1085': 1, 'count_363': 1}"
732,AA0733,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,1021,"{'count_1021': 9, 'count_767': 8, 'count_560581551': 5, 'count_930': 2, 'count_1020': 9, 'count_362': 4, 'count_629': 8, 'count_685': 12, 'count_366': 4}"
733,AA0734,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_962': 3, 'count_767': 8, 'count_656': 1, 'count_672': 89, 'count_477': 1, 'count_1022': 6, 'count_956': 1, 'count_1106': 2, 'count_None': 1, 'count_1090': 1, 'count_873': 3, 'count_1021': 1, 'count_945': 2, 'count_844': 2, 'count_854': 7, 'count_450': 3, 'count_648': 5, 'count_320': 6, 'count_943': 4}"
734,AA0735,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_6': 3, 'count_672': 153, 'count_440': 8, 'count_630': 6, 'count_608': 1, 'count_767': 41, 'count_320': 18, 'count_943': 18, 'count_1030': 5, 'count_854': 6, 'count_450': 10, 'count_1021': 23, 'count_962': 78, 'count_656': 33, 'count_648': 1, 'count_412': 1, 'count_704': 1, 'count_919': 8, 'count_84': 1, 'count_940': 2, 'count_132': 1, 'count_935': 2, 'count_956': 3, 'count_1022': 4, 'count_783': 5, 'count_583': 4, 'count_182305693': 6, 'count_878': 22, 'count_657': 9, 'count_1102': 4, 'count_945': 4, 'count_981': 1, 'count_558': 4, 'count_838': 1, 'count_484682512': 4, 'count_484682516': 4, 'count_1026': 1, 'count_304': 1, 'count_844': 2, 'count_961': 46, 'count_579': 2, 'count_342': 1, 'count_56': 9, 'count_159': 1, 'count_605': 4, 'count_754': 1, 'count_698': 5, 'count_952': 1, 'count_477': 4, 'count_None': 1, 'count_772': 1, 'count_590': 1, 'count_434': 1, 'count_1085': 1, 'count_897': 9, 'count_1106': 2, 'count_363': 1, 'count_1015': 1}"
735,AA0736,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,382,"{'count_382': 3, 'count_310': 13, 'count_258': 1, 'count_255': 88, 'count_629': 49, 'count_549': 2, 'count_1113': 3, 'count_1096': 11, 'count_1104': 28, 'count_685': 1, 'count_564': 2, 'count_581': 3, 'count_484682470': 1}"
736,AA0737,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,919,"{'count_560581551': 8, 'count_1020': 5, 'count_549': 2, 'count_575': 5, 'count_155': 5, 'count_218': 1, 'count_629': 5, 'count_362': 7, 'count_560581559': 2, 'count_1096': 17, 'count_1104': 3, 'count_366': 2, 'count_1113': 2, 'count_718': 1, 'count_181': 6, 'count_189': 1, 'count_262': 2, 'count_599': 1, 'count_907': 2, 'count_685': 1, 'count_919': 12, 'count_1015': 8, 'count_767': 2, 'count_656': 1}"
737,AA0738,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,962,"{'count_767': 32, 'count_132': 1, 'count_962': 51, 'count_656': 3, 'count_84': 2, 'count_620': 1, 'count_363': 9, 'count_526157192': 3, 'count_956': 1, 'count_56': 4}"
738,AA0739,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,1021,"{'count_862': 9, 'count_1102': 4, 'count_662': 1, 'count_638': 6, 'count_672': 12, 'count_900': 3, 'count_159': 3, 'count_952': 6, 'count_484682512': 6, 'count_783': 8, 'count_844': 24, 'count_648': 1, 'count_1101': 1, 'count_956': 3, 'count_1021': 39, 'count_132': 1, 'count_440': 8, 'count_526157196': 5, 'count_131': 1, 'count_477': 3, 'count_484682516': 2, 'count_893': 1, 'count_579': 3, 'count_187': 1, 'count_857': 1, 'count_882': 1, 'count_1085': 1, 'count_630': 1, 'count_767': 4, 'count_962': 1}"
739,AA0740,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,919,"{'count_560581551': 6, 'count_1020': 4, 'count_629': 15, 'count_575': 3, 'count_366': 12, 'count_362': 12, 'count_262': 1, 'count_919': 8, 'count_767': 8}"
740,AA0741,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,440,"{'count_440': 22, 'count_1021': 30, 'count_783': 14, 'count_1101': 12, 'count_862': 5, 'count_484682512': 6, 'count_662': 1, 'count_672': 16, 'count_484682516': 3, 'count_893': 2, 'count_857': 2, 'count_1058': 2, 'count_956': 5, 'count_630': 2, 'count_1125': 1, 'count_844': 6, 'count_940': 3, 'count_889': 3, 'count_929': 1, 'count_2': 1, 'count_638': 1, 'count_526157196': 5, 'count_767': 7, 'count_363': 3}"
741,AA0742,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_1021': 29, 'count_767': 36, 'count_962': 4, 'count_672': 165, 'count_484682516': 1, 'count_630': 36, 'count_583': 2, 'count_440': 12, 'count_675': 1, 'count_56': 5, 'count_754': 1, 'count_988': 3, 'count_977': 1, 'count_703': 1, 'count_1015': 1, 'count_84': 1, 'count_484682512': 1, 'count_783': 1, 'count_1108': 1, 'count_698': 1, 'count_412': 2, 'count_448': 11, 'count_1125': 1}"
742,AA0743,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_1038': 29, 'count_1035': 6, 'count_981': 8, 'count_201': 2, 'count_1047': 6, 'count_1070': 4, 'count_806': 2, 'count_1021': 8, 'count_672': 31, 'count_1108': 1, 'count_583': 7, 'count_484682516': 1, 'count_767': 67, 'count_656': 2, 'count_962': 15, 'count_919': 4, 'count_940': 1}"
743,AA0744,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 37, 'count_962': 70, 'count_211': 8, 'count_171': 1, 'count_672': 95, 'count_484682516': 2, 'count_1015': 8, 'count_656': 7, 'count_919': 9, 'count_940': 4, 'count_1021': 6, 'count_927': 1, 'count_935': 2, 'count_1108': 1, 'count_698': 2, 'count_961': 3, 'count_630': 3, 'count_800': 1, 'count_694': 3, 'count_440': 7, 'count_593': 7, 'count_973': 1, 'count_778': 1, 'count_821': 1, 'count_33': 1, 'count_9': 2, 'count_312782608': 4, 'count_1038': 9, 'count_1047': 2, 'count_981': 36, 'count_484682520': 8, 'count_1026': 1, 'count_986': 4, 'count_806': 14, 'count_873': 6, 'count_1062': 4, 'count_201': 24, 'count_1070': 1, 'count_510': 1, 'count_312782604': 1, 'count_312782616': 1, 'count_182305693': 1, 'count_608': 3, 'count_1125': 1}"
744,AA0745,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_862': 17, 'count_1090': 8, 'count_672': 12, 'count_956': 6, 'count_844': 58, 'count_648': 31, 'count_1021': 82, 'count_767': 51, 'count_187': 1, 'count_484682512': 1, 'count_1102': 19, 'count_974': 2, 'count_2': 1, 'count_783': 6, 'count_1101': 1}"
745,AA0746,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 90, 'count_1015': 4, 'count_211': 3, 'count_962': 13, 'count_1021': 1, 'count_672': 54, 'count_940': 1, 'count_1108': 1, 'count_583': 3, 'count_484682516': 1, 'count_656': 1}"
746,AA0747,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,1021,"{'count_1009': 5, 'count_349': 1, 'count_6': 1, 'count_125': 2, 'count_403': 3, 'count_997': 3, 'count_10703': 1, 'count_313': 3, 'count_924': 8, 'count_381': 3, 'count_672': 3, 'count_749': 2, 'count_58': 1, 'count_1097': 1, 'count_803': 3, 'count_327': 8, 'count_639': 3, 'count_698': 3, 'count_655': 2, 'count_477': 2, 'count_559': 1, 'count_23': 4, 'count_1022': 1, 'count_484682512': 2, 'count_1021': 9, 'count_767': 5, 'count_68': 20, 'count_656': 48, 'count_None': 1, 'count_448': 1, 'count_962': 1, 'count_969': 2, 'count_288': 1, 'count_484': 4, 'count_84': 1, 'count_320': 1}"
747,AA0748,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,1021,"{'count_1021': 45, 'count_893': 1, 'count_672': 7, 'count_882': 1, 'count_638': 2, 'count_1101': 2, 'count_579': 1, 'count_1102': 3, 'count_2': 1, 'count_484682512': 6, 'count_783': 3, 'count_1085': 2, 'count_767': 73, 'count_844': 7, 'count_956': 4, 'count_648': 1, 'count_940': 2, 'count_187': 1, 'count_526157192': 3, 'count_363': 2, 'count_84': 3, 'count_919': 1, 'count_526157196': 6, 'count_962': 8, 'count_440': 1}"
748,AA0749,2018-05-23 13:47:38,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_962': 39, 'count_767': 33, 'count_1021': 13, 'count_440': 2, 'count_656': 28, 'count_672': 203, 'count_956': 2, 'count_1106': 8, 'count_897': 1, 'count_862': 7, 'count_893': 1, 'count_806': 16, 'count_873': 9, 'count_1090': 4, 'count_484682516': 26, 'count_484682512': 18, 'count_579': 3, 'count_831': 2, 'count_667': 4, 'count_68': 9, 'count_698': 1, 'count_630': 7, 'count_694': 4, 'count_448': 1, 'count_328': 1, 'count_2': 2, 'count_889': 7, 'count_929': 4, 'count_1108': 4, 'count_171': 1, 'count_1085': 3, 'count_182305709': 7, 'count_940': 4, 'count_844': 5, 'count_201': 3, 'count_1035': 1, 'count_558': 4, 'count_857': 8, 'count_1010': 2, 'count_1058': 10, 'count_182305693': 6, 'count_981': 7, 'count_182305697': 1, 'count_702': 4, 'count_945': 3, 'count_1038': 4, 'count_1070': 1, 'count_988': 2, 'count_1127': 2, 'count_427': 3, 'count_234': 1, 'count_1102': 5, 'count_657': 4, 'count_878': 7, 'count_1062': 1, 'count_943': 3}"
749,AA0750,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,733,"{'count_806': 98, 'count_1090': 14, 'count_1035': 23, 'count_974': 24, 'count_1102': 9, 'count_862': 2, 'count_657': 6, 'count_950': 3, 'count_844': 40, 'count_648': 152, 'count_943': 105, 'count_767': 64, 'count_1021': 6, 'count_962': 28, 'count_956': 2, 'count_1101': 1, 'count_783': 7}"
750,AA0751,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,128,"{'count_313': 67, 'count_128': 37, 'count_218': 5, 'count_580': 2, 'count_563807435': 2, 'count_560581563': 8, 'count_549': 1, 'count_795': 93, 'count_42': 19, 'count_26': 66, 'count_17': 8, 'count_10': 15, 'count_658': 2, 'count_616': 12, 'count_874': 7, 'count_771': 8, 'count_146': 38, 'count_863': 1, 'count_1093': 5, 'count_1048': 2}"
751,AA0752,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,560581563,"{'count_560581563': 20, 'count_549': 17, 'count_422': 8, 'count_616': 45, 'count_828': 162, 'count_313': 213, 'count_17': 40, 'count_10': 5, 'count_820': 56, 'count_795': 111, 'count_811': 7, 'count_1091': 3, 'count_512': 12, 'count_128': 181, 'count_26': 113, 'count_42': 22, 'count_580': 24, 'count_1088': 3, 'count_482': 19, 'count_874': 3, 'count_658': 14, 'count_336': 1, 'count_609': 16, 'count_414': 9, 'count_325': 2, 'count_1044': 5, 'count_75': 5, 'count_1029': 11, 'count_697': 1, 'count_612': 2}"
752,AA0753,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,549,"{'count_6': 7, 'count_729': 23, 'count_312782652': 1, 'count_289': 16, 'count_520': 3, 'count_1023': 41, 'count_990': 7, 'count_755': 23, 'count_959': 4, 'count_735': 5, 'count_251': 6, 'count_847': 28, 'count_579': 1, 'count_791': 5, 'count_672': 12, 'count_954': 2, 'count_816': 6, 'count_484682524': 3, 'count_1022': 6, 'count_797': 4, 'count_313': 2, 'count_560581563': 5, 'count_128': 1}"
753,AA0754,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,733,"{'count_844': 95, 'count_1021': 87, 'count_648': 18, 'count_767': 23, 'count_882': 1, 'count_1102': 63, 'count_945': 57, 'count_625': 103, 'count_854': 5, 'count_974': 19, 'count_484682516': 2, 'count_182305709': 4, 'count_182305705': 4, 'count_484682512': 1, 'count_577': 2}"
754,AA0755,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,733,"{'count_262': 4, 'count_648': 25, 'count_943': 59, 'count_844': 1, 'count_974': 61, 'count_1102': 53, 'count_657': 80, 'count_950': 19, 'count_854': 19, 'count_878': 2, 'count_1090': 4, 'count_862': 5, 'count_182305697': 28, 'count_577': 3, 'count_702': 7, 'count_889': 7, 'count_182305701': 3, 'count_182305705': 12, 'count_625': 6, 'count_182305709': 3, 'count_654': 5, 'count_182305713': 2}"
755,AA0756,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,1029,"{'count_262': 8, 'count_847': 17, 'count_954': 7, 'count_1023': 92, 'count_520': 35, 'count_990': 4, 'count_755': 3, 'count_862': 8, 'count_1090': 1, 'count_579': 3, 'count_672': 60, 'count_1022': 2, 'count_6': 2}"
756,AA0757,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,1029,"{'count_873': 2, 'count_806': 13, 'count_1035': 52, 'count_1090': 30, 'count_1023': 81, 'count_520': 38, 'count_862': 14, 'count_847': 7, 'count_252': 10, 'count_156': 1, 'count_600': 3, 'count_262': 4}"
757,AA0758,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,560581563,"{'count_797': 13, 'count_672': 287, 'count_477': 6, 'count_1022': 18, 'count_1127': 8, 'count_234': 8, 'count_289': 26, 'count_97': 1, 'count_1106': 2, 'count_1023': 27, 'count_520': 10, 'count_6': 6}"
758,AA0759,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,6,"{'count_648': 135, 'count_943': 89, 'count_844': 18, 'count_950': 2, 'count_974': 4, 'count_1021': 1, 'count_767': 1, 'count_783': 1, 'count_320': 1, 'count_962': 2}"
759,AA0760,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,194,"{'count_525': 17, 'count_946': 4, 'count_749': 38, 'count_54': 4, 'count_679': 9, 'count_771': 3, 'count_1043': 12, 'count_146': 46, 'count_1052': 10, 'count_128': 86, 'count_313': 49, 'count_863': 2, 'count_697': 4, 'count_753': 2, 'count_194': 14, 'count_1097': 2, 'count_364': 7, 'count_362': 9, 'count_59': 7, 'count_149': 1, 'count_599': 4, 'count_690': 3, 'count_214': 8, 'count_795': 15, 'count_162': 2, 'count_898': 2, 'count_757': 1, 'count_614454277': 2, 'count_872': 5, 'count_880': 2, 'count_12': 9, 'count_246': 3, 'count_397': 1, 'count_681': 1, 'count_17': 5, 'count_595': 4}"
760,AA0761,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,194,"{'count_7': 1, 'count_771': 24, 'count_202': 2, 'count_867': 25, 'count_1052': 42, 'count_146': 15, 'count_1048': 14, 'count_136': 23, 'count_852': 17, 'count_1098': 25, 'count_1043': 7, 'count_128': 80, 'count_898': 1, 'count_326': 35, 'count_313': 50, 'count_749': 17, 'count_863': 3, 'count_397': 1, 'count_12': 4, 'count_342': 12, 'count_194': 44, 'count_924': 2, 'count_381': 2, 'count_1097': 6, 'count_946': 4, 'count_595': 1, 'count_930': 2, 'count_634': 2, 'count_795': 8, 'count_549009203': 7, 'count_1093': 27, 'count_549009215': 5, 'count_534': 6, 'count_604': 1, 'count_162': 3, 'count_374': 3, 'count_214': 1, 'count_681': 2, 'count_246': 8, 'count_812': 1, 'count_673': 1, 'count_58': 1, 'count_364': 6, 'count_614': 5, 'count_173': 2, 'count_576073704': 5}"
761,AA0762,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,560581563,"{'count_128': 94, 'count_549': 9, 'count_1029': 27, 'count_313': 234, 'count_828': 67, 'count_820': 12, 'count_795': 126, 'count_811': 19, 'count_26': 62, 'count_42': 42, 'count_17': 27, 'count_10': 39, 'count_271': 9, 'count_771': 9, 'count_658': 10, 'count_616': 61, 'count_560581563': 20, 'count_997': 5, 'count_512': 3, 'count_580': 14, 'count_482': 22, 'count_1088': 3, 'count_422': 2, 'count_1091': 6, 'count_215': 4, 'count_563807435': 3, 'count_325': 3, 'count_633': 1, 'count_916': 1}"
762,AA0763,2018-06-14 17:03:18,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,ccfv3_25um,563807435,"{'count_1097': 3, 'count_1035': 68, 'count_1090': 80, 'count_862': 33, 'count_1023': 12, 'count_520': 4, 'count_484682516': 1, 'count_847': 1, 'count_672': 96, 'count_1022': 31}"
763,AA0764,2018-07-02 18:52:28,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,ccfv3_25um,1015,"{'count_935': 3, 'count_767': 15, 'count_211': 5, 'count_919': 8, 'count_943': 4, 'count_671': 1, 'count_844': 2, 'count_1021': 5, 'count_962': 6, 'count_656': 1, 'count_1015': 11, 'count_672': 33, 'count_956': 1, 'count_629': 4, 'count_262': 1, 'count_181': 1, 'count_803': 2, 'count_946': 6, 'count_797': 5, 'count_215': 1, 'count_128': 49, 'count_697': 4, 'count_102': 1, 'count_470': 3, 'count_364': 1, 'count_313': 43, 'count_362': 3, 'count_930': 8, 'count_795': 15, 'count_749': 2, 'count_549009211': 1, 'count_1097': 3, 'count_549': 3, 'count_690': 1, 'count_1009': 1, 'count_194': 3, 'count_6': 1, 'count_634': 10, 'count_50': 2, 'count_158': 1, 'count_381': 1, 'count_924': 4, 'count_804': 1, 'count_149': 2, 'count_146': 5, 'count_162': 3, 'count_771': 10, 'count_931': 10, 'count_997': 1, 'count_54': 2, 'count_681': 2, 'count_575': 4, 'count_218': 3, 'count_186': 1, 'count_549009203': 1}"
764,AA0765,2018-07-02 18:52:28,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,ccfv3_25um,211,"{'count_767': 15, 'count_304': 1, 'count_363': 15, 'count_1015': 23, 'count_477': 8, 'count_803': 4, 'count_351': 3, 'count_672': 12, 'count_56': 30, 'count_194': 1, 'count_783': 3, 'count_583': 1, 'count_1101': 5, 'count_956': 1, 'count_977': 4, 'count_342': 1, 'count_962': 7, 'count_211': 12, 'count_935': 1}"
765,AA0766,2018-07-02 18:52:28,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,ccfv3_25um,919,"{'count_919': 12, 'count_927': 1, 'count_772': 1, 'count_629': 4, 'count_155': 8, 'count_575': 7, 'count_362': 6, 'count_255': 2, 'count_218': 5, 'count_262': 8, 'count_496345668': 1, 'count_549': 4, 'count_64': 1, 'count_1097': 2, 'count_797': 7, 'count_1077': 3, 'count_366': 2, 'count_690': 1, 'count_181': 5, 'count_795': 4, 'count_63': 1, 'count_685': 2, 'count_1104': 4, 'count_1096': 5, 'count_986': 1, 'count_542': 1, 'count_687': 1}"
